#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"大門の開閉担当者は
副所長の許可証を必ず携帯ください","Those responsible for the main gate's 
operation must always have the 
Deputy Director's authorization on hand.",ui\00_message\examine_message\stage\stage_examine_st0411.gmd,\stage\st0411\st0411.arc,st0411.arc,42
0,,大開拓を行う,Expanding a great frontier.,ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,22
0,,"おお、お主の働きによって
全ての区画が解放されたようだ！
わしの""力""の回収といい
鮮やかなる手腕であった、礼を言おう！","Oh, it seems that all the sections have been
liberated by your labor! And with your brilliant
skill in collecting my power, I must express my
gratitude!",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,23
0,,"ウルテカ山岳は火竜様がお休みになる
重要な地帯――その土地が
悪しき竜の干渉に耐え得るようになったは
この状況にあってめでたいことだ","The Urteca Mountains are where the Fire Dragon
rests.
The land is an important place.
That the land can now withstand the interference
of The Evil Dragon is a blessing in disguise.",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,24
0,,"わしの元に集められた""力""はまだ残っている
こいつでそこの扉を解放するとしよう","The power gathered unto me still remains. Shall
we open the door with this?",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,25
0,,"扉の先で、お主の力はより強力なものとなろう
わしとウルテカ山岳からの礼として
受け取ってくれ
なに、多少手間はかかるが、お主ならば――","Beyond the door, your power shall become even
stronger. As a token of gratitude from me and the
Urteca Mountains, please accept it. It may take
some effort, but with you—",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,26
0,,"お主の腕前と心の強さ
それがあれば、心配することはなかろう
さぁ、最後の試練へと挑戦するがいい","Your skill and inner strength—With those, there
should be no worries. Now, go ahead and challenge
the final trial.",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,27
0,,ダンジョンに入る,Enter Dungeon,ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,28
0,,開拓状況確認,Check Reclamation Status,ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,29
0,,報酬取得状況確認,Check Acquired Rewards Status,ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,30
0,,最後の試練に挑む,Challenge Final Ordeal,ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,31
0,,"扉の先は《武神の間》――
仰々しい名前だろう","The door is to the ""War God Room""—I know that's
an ostentatious name.",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,32
0,,"無論、それにふさわしい試練が
お主を待ち受けている
しかし、わしの見たところ――
お主ならば心配することはない","Of course, a fitting ordeal awaits you but as I
see it—you have nothing to worry about!",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,33
0,,"数多くの戦士を束ねたわしがこう言うのだ
まぁ、準備だけは万全に整えて向かうがいい","I, who has gathered many warriors, will say this:
Be ready for anything!",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,34
0,,"ちょっと待て――
それは何かの冗談か？
まさか、そんな装備で""土地""に
挑むつもりではあるまいな","Wait a minute --
is that some kind of a joke?
You're not going to challenge it with that kind
of equipment, are you?",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,35
0,,"お主にかかっておるのだぞ
そんな装備で送り出すわけにはゆかぬ
もう少し自覚をだな――","It's up to you. I can't send you off with such
equipment. Have a little more awareness—",ui\00_message\npc\base\n0707.gmd,\npc\n0707.arc,n0707.arc,36
0,,"あんた、覚者さんじゃないか
こんなところまで来るなんて珍しいな
何か気になるものでもあるのか？","Are you an Arisen? It's rare to see someone like
you coming all the way here. Is there something
that caught your attention?",ui\00_message\npc\base\n0708.gmd,\npc\n0708.arc,n0708.arc,0
0,,"――なぁ、ここだけの話なんだけど
ネド王子って戦えるのかな
だって、もう""覚者""になってるんだろ？","--Hey, just between you and me;
I wonder if Prince Nedo can fight because he's
already an ""Arisen""?",ui\00_message\npc\base\n0708.gmd,\npc\n0708.arc,n0708.arc,1
0,,"ここさ、元はよく王族や僧侶なんかの
お歴々も参拝しに来てたんだぜ","This used to be a place where royalty and monks.
They used to come to pray.",ui\00_message\npc\base\n0708.gmd,\npc\n0708.arc,n0708.arc,2
0,,"でも、さすがに老朽化が激しくて危険だから
王宮層に新しくて大きい廟を作ろうかって
話になってたんだ
その計画が進んでる最中に、例の襲撃があって――","But it was getting old and dangerous, so there
was talk of building a new, bigger mausoleum in
the palace layer",ui\00_message\npc\base\n0708.gmd,\npc\n0708.arc,n0708.arc,3
0,,"誰も来ないとは思うけど
俺は""一応の見張り""ってやつだな","I don't think anyone will come, but I'm the
""temporary lookout"" for now.",ui\00_message\npc\base\n0708.gmd,\npc\n0708.arc,n0708.arc,4
0,,"まだ英霊の碑文やゆかりの品なんかは
ここにあるけど、どうなんだろうな","I'm not sure about the inscriptions and other
items related to the spirits of the dead, which
are still here.",ui\00_message\npc\base\n0708.gmd,\npc\n0708.arc,n0708.arc,5
0,,"英霊の方々は――もし本当にここにいるとしたら――
一度オークに奪われた都でも
老朽化が進んだ廟でも
ここにいてくださってるもんなのかな","If the heroic spirits really are here— Even in a
city once taken by orcs, Even in a dilapidated
temple, I wonder if they are here with us.",ui\00_message\npc\base\n0708.gmd,\npc\n0708.arc,n0708.arc,6
0,,"よく来てくれた
今回の任務を説明しよう",Welcome. Let me explain the mission this time.,ui\00_message\npc\base\n0710.gmd,\npc\n0710.arc,n0710.arc,0
0,,"ドリスはよくやっているようだな
メガド奪還の折り、近衛隊隊長に昇格したとか――","Doris seems to be doing well. She was promoted to
the captain of the Royal Guard during the Megado
recapture.",ui\00_message\npc\base\n0710.gmd,\npc\n0710.arc,n0710.arc,1
0,,"隊長であったベイジルが行方不明となったことによる
繰り上げ式の昇格だったようだが――
元よりあの粘り強さと統率力だ
戦乱が起こらずとも、いずれは評価されていただろう","It seems that it was an early promotion due to
the disappearance of the captain, Basil, but he
had the tenacity and leadership skills to begin
with. Even without the war, he would have been
recognized at some point.",ui\00_message\npc\base\n0710.gmd,\npc\n0710.arc,n0710.arc,2
0,,"ネド王子は貴君を慕っていると聞く
――なに、メガドでは有名なことだ","Prince Nedo is said to adore you. What, it's a
well-known fact in Megado.",ui\00_message\npc\base\n0710.gmd,\npc\n0710.arc,n0710.arc,3
0,,"せっかくだ
メガドを観光していってほしいところだが
まずは任務を終えてからだな","It's a shame. I would like you to visit Megado as
a tourist, but first, you should finish the
mission.",ui\00_message\npc\base\n0710.gmd,\npc\n0710.arc,n0710.arc,4
0,,"ん？　別のミッションにエントリー中のようだな
こちらのミッションに参加する場合は
いま参加しようとしているミッションを
取り消してから来てくれ","Hm? It looks like you're entering a different
mission.
If you're going to participate in this mission,
please cancel the mission you're currently trying
to join and then come back.",ui\00_message\npc\base\n0710.gmd,\npc\n0710.arc,n0710.arc,5
0,,"覚者様、黒呪の迷宮へようこそ
ここは元いた場所とは隔絶された世界
――わたしはこの迷宮の案内人
何か、ご用はありますか？","Welcome to Bitterblack Maze, Arisen. This is a
world isolated from where you once were ――I am the
guide of this maze. Do you have any business here?",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,0
0,,"覚者様、呪われし迷宮へようこそ
わたしはこの迷宮の案内人","Arisen, welcome to the cursed Bitterblack Maze. I
am the guide of this labyrinth.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,1
0,,"本来は交わることのない世界の交錯により
姿を現してしまった迷宮","This maze appeared as a result of the collision
of worlds that should never have intersected.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,2
0,,"この先にある入口がどこへと続くのかは
わたしにもわかりません","I also don't know where the entrance ahead leads
to.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,3
0,,"入り江に響くのは数えきれない魔物たちの声
そして覚者たちの叫び――","The wind is blowing—This is a tailwind—oh, I can
feel it.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,4
0,,"仲間と共に挑むか、戦徒を従え進むか
全てはあなた次第です","While dealing with the enemy's offensive, we must
also explore the ways to defeat the ""Evil Dragon.""
In the face of the enemy's offensive, it is
necessary to not only deal with it but also
explore ways to defeat the ""Evil Dragon.""",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,5
0,,"わたしはこの場所で、できる限りの
手助けをいたしましょう","I will provide as much assistance as possible in
this place.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,6
0,,"姿形は違えど、あなたはあなた――
その存在に違いはございません
ただ、今までの全てを
置き去りにした状態であるだけです","Although the appearance may be different, you are
still you - There is no difference in your
existence. You are just in a state where you have
left behind everything that has come before.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,7
0,,"この《黒呪の迷宮》は生きる島
島の蠢きにより強力な宝物が生み出されます
覚者様のお目に適う物があれば
わたしが協力いたしましょう","This ""Bitterblack Maze"" is a living island.
Powerful treasures are created by the island's
movements. If there is something suitable for the
Arisen to see, I will assist you.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,8
0,,"物品の本来の姿を取り戻す《レアアイテムの鑑定》
そして特定の効果を封じる《黒呪装具の効果封印》
どちらもわたしに心得がございます","Unlocking the true form of an item with Rare Item
Appraisal, and sealing specific effects with
Bitterblack Equipment Effect Seal. I am
knowledgeable in both.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,9
0,,どうぞご随意に――,Please feel free to help yourself――,ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,10
0,,"この地で見つけた品を
レスタニアに持ち帰るには
《黒呪アイテムの持ち帰り》での選択が必要です
何を持ち帰るか、慎重にご判断ください","To bring items found here back to Lestania, you
will need to make a selection at ""Bitterblack Item
Takeaway"".
Please be judicious in what you bring back!",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,11
0,,"白竜様よりお預かりした加護――
三たび、あなたが立ち上がるための
《復活力》としてお渡しいたします","The blessing entrusted to you by Lord White
Dragon—Once again, I bestow upon you the
""Resurrection Power"" in order for you to stand up
once more.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,12
0,,"覚者様――申し訳ございません
すでに本日の《復活力》の加護を受けられています
加護を受けられるのは１日に１度だけなのです","Master Arisen, I apologize.
You have already received today's blessing of
""Revival Power"".
You can only receive the blessing once a day.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,13
0,,"――覚者様は《復活力》の加護で
満たされていらっしゃいます
今、新たな復活力は必要ないかと","— You, Arisen, are currently filled with the
blessing of ""Revival Power"". Do you need more
revival power right now?",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,14
0,,"まだいくらかの《復活力》の加護が
覚者様を守っているようです
今ある復活力を捨て、新たなものを
必要とされていますか？","It seems that there's still some ""Revival Power""
protecting you, Arisen. Are you willing to discard
the existing Revival Power and seek a new one if
needed?",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,15
0,,はい,Yes,ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,16
0,,いいえ,No,ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,17
0,,"全てはあなた次第
暗き道を切り開かれますよう――","It's all up to you. May you make your way through
the dark.",ui\00_message\npc\base\n0715.gmd,\npc\n0715.arc,n0715.arc,18
0,,"わたしはこの迷宮の案内人
何か、ご用はありますか？","I am the guide in this labyrinth, do you have any
business with me?",ui\00_message\npc\base\n0716.gmd,\npc\n0716.arc,n0716.arc,0
0,,"戦技を変えた方が先へ進みやすいのではと
感じられたことはありませんか？
今ここで戦技を変更されるのであれば
お手伝いいたします","Have you ever felt that it would be easier to
move forward by changing your strategies? If you
are going to change your fighting techniques right
here and now, I will assist you.",ui\00_message\npc\base\n0716.gmd,\npc\n0716.arc,n0716.arc,1
0,,"物品の本来の姿を取り戻す《レアアイテムの鑑定》
そして特定の効果を封じる《黒呪装具の効果封印》
どちらもわたしに心得がございます","Unlocking the true form of an item with
Rare Item Appraisal, and sealing specific effects
with
Bitterblack Equipment Effect Seal. I am
knowledgeable in both.",ui\00_message\npc\base\n0716.gmd,\npc\n0716.arc,n0716.arc,2
0,,どうぞご随意に――,Please feel free to do as you wish—,ui\00_message\npc\base\n0716.gmd,\npc\n0716.arc,n0716.arc,3
0,,"――竜に心臓を捧げたことを
あなたはどう表現なさるのでしょう？","-- How would you describe giving your heart to
the dragon?",ui\00_message\npc\base\n0716.gmd,\npc\n0716.arc,n0716.arc,4
0,,"異なる道を選ばれた覚者さま
こちらではわたしがご案内いたしましょう","Dear Arisen, who have chosen a different path,
let me guide you here.",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,0
0,,"戦技の変更はもとより
《レアアイテムの鑑定》、そして
《黒呪装具の効果封印》も
わたしに心得がございます","Not only can I change your combat techniques, but
I also have knowledge of ""Rare Item Appraisal"" and
""Bitterblack Equipment Effect Seal.""",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,1
0,,"姿形が変わってもあなたがあなたであるように
進む道が変わっても、ある側面からは
""同じ""ことと言えるでしょう","Even if your appearance changes, you will still
be yourself. Even if the path you take changes,
from one perspective, it can be said that it's
""the same"" thing.",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,2
0,,"会話をお望みなのですね
――それでは、わたしから
質問をさせていただいてもよろしいでしょうか","You wish to have a conversation, don't you? In
that case, may I ask you some questions on my end?",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,3
0,,"――竜に心臓を捧げたことを
後悔されてはいませんか？
今まで――ただの一度も――？","Have you ever--ever--regretted giving your heart
to a dragon?
Ever... not once...?",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,4
0,,"白竜様よりお預かりした加護――
三たび、あなたが立ち上がるための
《復活力》としてお渡しいたします","From the White Dragon, I have received a blessing—
For the third time, I shall bestow upon you
the power of revival to rise once again.",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,5
0,,"覚者様――申し訳ございません
すでに本日の《復活力》の加護を受けられています
加護を受けられるのは１日に１度だけなのです","Master Arisen, I apologize.
You have already received today's blessing of
""Revival Power"".
You can only receive the blessing once a day.",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,6
0,,"――覚者様は《復活力》の加護で
満たされていらっしゃいます
今、新たな復活力は必要ないかと","— You, Arisen, are currently filled with the
blessing of ""Revival Power"". Do you need more
revival power right now?",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,7
0,,"まだいくらかの《復活力》の加護が
覚者様を守っているようです
今ある復活力を捨て、新たなものを
必要とされていますか？","It seems that there's still some ""Revival Power""
protecting you, Arisen. Are you willing to discard
the existing Revival Power and seek a new one if
needed?",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,8
0,,はい,Yes,ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,9
0,,いいえ,No,ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,10
0,,"全てはあなた次第
暗き道を切り開かれますよう――","It's all up to you.
May you make your way through the dark--",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,11
0,,"覚者様、呪われし迷宮へようこそ
わたしはこの迷宮の案内人","Arisen, welcome to the cursed Bitterblack Maze. I
am the guide of this labyrinth",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,12
0,,"本来は交わることのない世界の交錯により
姿を現してしまった迷宮","This maze appeared as a result of the collision
of worlds that should never have intersected",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,13
0,,"この先にある入口がどこへと続くのかは
わたしにもわかりません","I also don't know where the entrance ahead leads
to",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,14
0,,"入り江に響くのは数えきれない魔物たちの声
そして覚者たちの叫び――","The voices of countless monsters echo in the
inlet, as well as the cries of the Arisen—",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,15
0,,"仲間と共に挑むか、戦徒を従え進むか
全てはあなた次第です","Whether you challenge it with your companions or
advance with Myrmidions at your side, it's all up
to you",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,16
0,,"わたしはこの場所で、できる限りの
手助けをいたしましょう","I will provide as much assistance as possible in
this place.",ui\00_message\npc\base\n0717.gmd,\npc\n0717.arc,n0717.arc,17
0,,それでは今回の任務について説明する,"Now, let me explain about the mission this time.",ui\00_message\npc\base\n0718.gmd,\npc\n0718.arc,n0718.arc,0
0,,"気を抜くなよ、覚者！
ゲルト団長は貴君を信頼しておられる
それに背くような、ふぬけた戦いは許さんぞ","Don't let your guard down, Arisen! 
Captain Gerd trusts you.
Don't disgrace that trust  by not giving 
it your all!",ui\00_message\npc\base\n0718.gmd,\npc\n0718.arc,n0718.arc,1
0,,"我々騎士団は白竜様のために戦っているのだ
貴君のためではないことを
肝に銘じておくんだな","We Knights fight for the White Dragon, 
not the Arisen. Remember that well.",ui\00_message\npc\base\n0718.gmd,\npc\n0718.arc,n0718.arc,2
0,,"任務以外のことを話している場合ではない
事態は深刻だ","This is not the time to talk about things other
than the mission. The situation is serious.",ui\00_message\npc\base\n0718.gmd,\npc\n0718.arc,n0718.arc,3
0,,"――貴君は他のミッションの元に
パーティを組んでいるな",――You are part of a party for another mission.,ui\00_message\npc\base\n0718.gmd,\npc\n0718.arc,n0718.arc,4
0,,"先にそちらのミッションの参加予定を
取り消し、あらためてここに来てくれ","Please cancel your participation in the mission
over there first, and then come here again.",ui\00_message\npc\base\n0718.gmd,\npc\n0718.arc,n0718.arc,5
0,,"足元にお気を付けて
ここはとても――前が見えづらいので","Please watch your step here, as it is very
difficult to see ahead.",ui\00_message\npc\base\n0719.gmd,\npc\n0719.arc,n0719.arc,0
0,,"先へ進まれる前に
戦技を見直していかれませんか？","Before moving forward, would you like to review
your battle skills?",ui\00_message\npc\base\n0719.gmd,\npc\n0719.arc,n0719.arc,1
0,,"この島にはいくつかの道がございますが
どちらを進まれようと、あなたはあなたです
お忘れなきよう","There are several paths on this island, but no
matter which one you choose, you are still
yourself. Don't forget that.",ui\00_message\npc\base\n0719.gmd,\npc\n0719.arc,n0719.arc,2
0,,"どのような装備であろうと
この島では暑くも寒くもないはずです
しかし、より良き装備を身に着けることに
こしたことはないでしょう","Whatever your equipment, it shouldn't be hot or
cold on this island. But, there's nothing wrong
with wearing better equipment.",ui\00_message\npc\base\n0719.gmd,\npc\n0719.arc,n0719.arc,3
0,,やあ、調子はどうだい,"Hey, how are you feeling?",ui\00_message\npc\base\n0900.gmd,\npc\n0900.arc,n0900.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0900.gmd,\npc\n0900.arc,n0900.arc,1
0,,こう魔物が増えちゃ、たまらないな,"These enemies are multiplying, it's really
overwhelming.",ui\00_message\npc\base\n0900.gmd,\npc\n0900.arc,n0900.arc,2
0,,やあ、調子はどうだい,"Hey, how are you doing?",ui\00_message\npc\base\n0901.gmd,\npc\n0901.arc,n0901.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0901.gmd,\npc\n0901.arc,n0901.arc,1
0,,こう魔物が増えちゃ、たまらないな,"These enemies are multiplying, it's really
overwhelming.",ui\00_message\npc\base\n0901.gmd,\npc\n0901.arc,n0901.arc,2
0,,ご機嫌いかが？,How are you feeling?,ui\00_message\npc\base\n0902.gmd,\npc\n0902.arc,n0902.arc,0
0,,暮らしは厳しくなる一方だよ,"Yes, life is becoming increasingly difficult.",ui\00_message\npc\base\n0902.gmd,\npc\n0902.arc,n0902.arc,1
0,,お仕事頑張って！,Good luck with your work!,ui\00_message\npc\base\n0902.gmd,\npc\n0902.arc,n0902.arc,2
0,,ご機嫌いかが？,How are you feeling?,ui\00_message\npc\base\n0903.gmd,\npc\n0903.arc,n0903.arc,0
0,,暮らしは厳しくなる一方だよ,Life keeps getting tougher,ui\00_message\npc\base\n0903.gmd,\npc\n0903.arc,n0903.arc,1
0,,お仕事頑張って！,Good luck with your work!,ui\00_message\npc\base\n0903.gmd,\npc\n0903.arc,n0903.arc,2
0,,やあ、調子はどうだい,"Hello, how are you doing?",ui\00_message\npc\base\n0904.gmd,\npc\n0904.arc,n0904.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0904.gmd,\npc\n0904.arc,n0904.arc,1
0,,こう魔物が増えちゃ、たまらないな,"These enemies are multiplying, it's really
overwhelming.",ui\00_message\npc\base\n0904.gmd,\npc\n0904.arc,n0904.arc,2
0,,やあ、調子はどうだい,"Hello, how are you doing?",ui\00_message\npc\base\n0905.gmd,\npc\n0905.arc,n0905.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0905.gmd,\npc\n0905.arc,n0905.arc,1
0,,こう魔物が増えちゃ、たまらないな,"These enemies are multiplying, it's really
overwhelming.",ui\00_message\npc\base\n0905.gmd,\npc\n0905.arc,n0905.arc,2
0,,やあ、調子はどうだい,"Hey, how are you doing?",ui\00_message\npc\base\n0906.gmd,\npc\n0906.arc,n0906.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0906.gmd,\npc\n0906.arc,n0906.arc,1
0,,こう魔物が増えちゃ、たまらないな,"Arisen creatures have increased, it's unbearable.",ui\00_message\npc\base\n0906.gmd,\npc\n0906.arc,n0906.arc,2
0,,やあ、調子はどうだい,"Hey, how are you doing?",ui\00_message\npc\base\n0907.gmd,\npc\n0907.arc,n0907.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0907.gmd,\npc\n0907.arc,n0907.arc,1
0,,こう魔物が増えちゃ、たまらないな,"These enemies are multiplying, it's really
overwhelming.",ui\00_message\npc\base\n0907.gmd,\npc\n0907.arc,n0907.arc,2
0,,やあ、調子はどうだい,"Hey, how are you doing?",ui\00_message\npc\base\n0908.gmd,\npc\n0908.arc,n0908.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0908.gmd,\npc\n0908.arc,n0908.arc,1
0,,こう魔物が増えちゃ、たまらないな,"These enemies are multiplying, it's really
overwhelming.",ui\00_message\npc\base\n0908.gmd,\npc\n0908.arc,n0908.arc,2
0,,やあ、調子はどうだい,"Hey, how are you doing?",ui\00_message\npc\base\n0909.gmd,\npc\n0909.arc,n0909.arc,0
0,,今日があるのも、白竜さまのおかげだよ,"Today's existence is also thanks to The White
Dragon",ui\00_message\npc\base\n0909.gmd,\npc\n0909.arc,n0909.arc,1
0,,こう魔物が増えちゃ、たまらないな,"It's unbearable that the demons are increasing
like this",ui\00_message\npc\base\n0909.gmd,\npc\n0909.arc,n0909.arc,2
0,,"レスタニアの北部は、オーク以外にも
恐ろしく強力な魔物が多数いると聞く","I hear that the northern part of Lestania is home
to a number of fearsome and powerful demons in
addition to orcs!",ui\00_message\npc\base\n0910.gmd,\npc\n0910.arc,n0910.arc,0
0,,"そいつらからハイデルを守るのだからな――
グリッテン砦の任務は気が引き締まるよ","We have to protect Ide from them-- The mission to
Fort Gritten is very important.",ui\00_message\npc\base\n0910.gmd,\npc\n0910.arc,n0910.arc,1
0,,"装備と道具次第で、戦いは有利にも不利にもなるぞ
まぁ、今さらお前ほどの覚者に言うことでもないか","Depending on the equipment and tools, the battle
can be either advantageous or disadvantageous.
Well, there's no need for me to tell you, an
Arisen, that now, is there?",ui\00_message\npc\base\n0910.gmd,\npc\n0910.arc,n0910.arc,2
0,,"しかし、ここは少々臭いがな――
慣れてしまえば気にならないのかも知れんが","However, there is a bit of a smell here. If you
get used to it, it might not bother you.",ui\00_message\npc\base\n0910.gmd,\npc\n0910.arc,n0910.arc,3
0,,"神殿から届いた物資があるぞ
危険地帯へゆくなら、十分用意していけよ","Here are some supplies from the Temple: If you're
going into the danger zone, be prepared!",ui\00_message\npc\base\n0910.gmd,\npc\n0910.arc,n0910.arc,4
0,,ご機嫌いかが？,How are you?,ui\00_message\npc\base\n0911.gmd,\npc\n0911.arc,n0911.arc,0
0,,暮らしは厳しくなる一方だよ,Life is getting tougher,ui\00_message\npc\base\n0911.gmd,\npc\n0911.arc,n0911.arc,1
0,,お仕事頑張って！,But good luck!,ui\00_message\npc\base\n0911.gmd,\npc\n0911.arc,n0911.arc,2
0,,"あ、ああ――
レスタニアの覚者か――","Ah, Arisen―― Lestania's Arisen――",ui\00_message\npc\base\n0914.gmd,\npc\n0914.arc,n0914.arc,0
0,,"ちょ、ちょっと待ってくれ
周りに侵食魔がいないか確認したい――","Wait a moment, I want to check if there are any
infected around.",ui\00_message\npc\base\n0914.gmd,\npc\n0914.arc,n0914.arc,1
0,,"一人でいる時に魔物に襲われたら
俺なんてひとたまりもない――うう――","If I were attacked by monsters when I'm alone,
I'd be completely helpless... Ohh...",ui\00_message\npc\base\n0914.gmd,\npc\n0914.arc,n0914.arc,2
0,,"恐ろしいことばかりだ
どうしてこんなことに――",It's all so horrible. How did this happen--,ui\00_message\npc\base\n0914.gmd,\npc\n0914.arc,n0914.arc,3
0,,"異国からの覚者――？
信じてもいいんだろうね？","Arisen from a foreign country――? I suppose it's
okay to believe, right?",ui\00_message\npc\base\n0915.gmd,\npc\n0915.arc,n0915.arc,0
0,,"へぇ――あんたのところは
白い竜が治めてるのかい",So... your place is ruled by a white dragon.,ui\00_message\npc\base\n0915.gmd,\npc\n0915.arc,n0915.arc,1
0,,"いつになったら安心して
外を歩けるようになるんだろうね",I wonder when we'll be able to walk out in peace.,ui\00_message\npc\base\n0915.gmd,\npc\n0915.arc,n0915.arc,2
0,,"実は、ここまで逃げてくる間に
家族とはぐれて――
無事でいるといいんだけど","Actually, as I was running away, I got separated
from my family-- I hope they are safe and sound.",ui\00_message\npc\base\n0915.gmd,\npc\n0915.arc,n0915.arc,3
0,,"い、異国の覚者様――？
な、何か、ご用でしょうか","A, Arisen from a foreign land――? Umm, do you need
something?",ui\00_message\npc\base\n0916.gmd,\npc\n0916.arc,n0916.arc,0
0,,"もう、逃げるのも疲れてしまいました
少し座って休みたい――","I'm tired of running away. I need to sit down and
rest a bit--",ui\00_message\npc\base\n0916.gmd,\npc\n0916.arc,n0916.arc,1
0,,私がいた村は侵食に飲み込まれて――,The village I was in has been corrupted...,ui\00_message\npc\base\n0916.gmd,\npc\n0916.arc,n0916.arc,2
0,,今を耐え抜けば、幸せになれるのかしら――,"If I endure this moment, will I be able to become
happy?",ui\00_message\npc\base\n0916.gmd,\npc\n0916.arc,n0916.arc,3
0,,何だ、手短に頼む,"So, what do you want?",ui\00_message\npc\base\n0917.gmd,\npc\n0917.arc,n0917.arc,0
0,,"いつどこで侵食魔の
襲撃を受けるやらわからぬ
――気が抜けないというのも辛いな","It's hard to know when and where the Corruption
will strike --and it's hard not to be distracted.",ui\00_message\npc\base\n0917.gmd,\npc\n0917.arc,n0917.arc,1
0,,おい、警戒を怠らないでくれ,"Hey, don't let your guard down.",ui\00_message\npc\base\n0917.gmd,\npc\n0917.arc,n0917.arc,2
